,history,response,speaker,knowledge_base,dialogue_id,corrupted_response,corrupt_entity,original_entity,hallucination_tags,corrupt_relation,corrupt_history
11992,"['What do you think about Marcelo Vieira ?', ""Is n't he on the Brazil national football team ? I think he 's a midfielder ."", 'yes he plays in the fédération internationale de football association . are you a fan ?', ""I 'm not really a fan of sports but it makes me think of the movie Remember the Titans . Have you seen it ?""]","Yes , were n't Ryan Gosling and Hayden Panettiere great in that movie ?",user,"{'paths': [['Remember the Titans', 'starred_actors', 'Ryan Gosling']], 'render': 'Remember the Titans is starring Ryan Gosling'}",4400,"yes , were n't the hunger games and chloe grace moretz great in that movie ?","['The Hunger Games', 'Chloe Grace Moretz']","['Ryan Gosling', 'Hayden Panettiere']","['O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O']",['starred_actors'],"['What do you think about Marcelo Vieira ?', ""Is n't he on the Brazil national football team ? I think he 's a midfielder ."", 'yes he plays in the fédération internationale de football association . are you a fan ?', ""I 'm not really a fan of sports but it makes me think of the movie Remember the Titans . Have you seen it ?""]"
14212,"['Do you know Little House on the Prairie ! I absolutely love that book !', 'yes , it was written about Laura Wilder and released in 1935 .   Did you know they made a tv series out of the book ?', 'Oh , I know her from writing The First Four Years . No I did not know it was a tv series , that is cool !', 'The subject is regarding a family and it is a classic .']","I love family movies , like Little Bear .",user,"{'paths': [['Family', '~has_genre', 'Little Bear']], 'render': 'Family has examples: Little Bear'}",4335,"i love family movies , like little bear .",[],[],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['has_genre'],"['do you know little house on the prairie ! i absolutely love that book !', 'yes , it was written about Laura Wilder and released in 1935 .   Did you know they made a tv series out of the book ?', 'oh , i know her from writing the first four years . no i did not know it was a tv series , that is cool !', 'The subject is regarding a family and it is a classic .']"
11178,"['Can you recommend a movie by Ang Lee ?', 'Sure Ang Lee starred in Hollywood Chinese with Wayne Wang and Directed The Ice Storm starring Tobey Maguire .', 'Did he direct any romance films ?']","Yes he did , The Wedding Date and Maid in Manhattan . Do you like Romance films ?",assistant,"{'paths': [['Romance Film', '~has_genre', 'The Wedding Date']], 'render': 'Romance Film has examples: The Wedding Date'}",4899,"yes he did , united states of america and maid in manhattan . do you like romance films ?",['United States of America'],['The Wedding Date'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['has_genre'],"['Can you recommend a movie by Ang Lee ?', 'Sure Ang Lee starred in Hollywood Chinese with Wayne Wang and Directed The Ice Storm starring Tobey Maguire .', 'Did he direct any romance films ?']"
7403,"['Could you recommend movies like The Fast and the Furious ?', 'Yes I love that Adventure movie . It was written by Gary Scott Thompson and Vin Diesel stars in it .', 'I like Vin Diesel in this movie . I also enjoyed him in XXX which also starred Rob Cohen , Scott Waugh , and Tom Everett . Do you know other movies starring Vin Diesel ?']","Yes , produced The Chronicles of Riddick and starred in Multi - Facial and   Knockaround Guys . Are you a fan of Adventure movies ?",assistant,"{'paths': [['XXX', 'starred_actors', 'Vin Diesel'], ['Vin Diesel', '~Produced by', 'The Chronicles of Riddick']], 'render': 'XXX is starring Vin Diesel. Vin Diesel produced The Chronicles of Riddick'}",4615,"yes , produced 2004 and starred in multi - facial and   knockaround guys . are you a fan of adventure movies ?",['2004'],['The Chronicles of Riddick'],"['O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['release_year'],
8201,"['Do you like the movie 300 ?', ""Starring Vincent Regan and created by Frank Millier , I 'm not sure .""]","Well , I like it cause Michael Fassbender starred in this movie . Do you know of any other movies he acted in ?",user,"{'paths': [['Frank Miller', '~Pencil', '300'], ['300', 'starred_actors', 'Michael Fassbender']], 'render': 'Frank Miller : `~Pencil`: 300. 300 is starring Michael Fassbender'}",5219,"well , i like it cause businessperson starred in this movie . do you know of any other movies he acted in ?",['Businessperson'],['Michael Fassbender'],"['O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],
2902,"['What do you think about the Chicago Bulls this year ?', 'Yeah , I think they are OK so far .', 'Same here , did you know that the owner Jerry Reinsdorf also owns a baseball team !']","Oh yeah , heard that too , I think it is Chicago White Sox , Major League Baseball . Bulls has a match this Tuesday , are you gon na watch it ?",assistant,"{'paths': [['Chicago White Sox', '~Team Owned', 'Jerry Reinsdorf']], 'render': 'Chicago White Sox : `~Team Owned`: Jerry Reinsdorf'}",6047,"oh yeah , heard that too , i think it is yesterday , thirteen days . bulls has a match the neverending story , are you gon na watch it ?","['The NeverEnding Story', 'Thirteen Days', 'yesterday']","['this Tuesday', 'Chicago White Sox', 'Major League Baseball']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
4406,"['Do you like the Seattle Seahawks ?', ""They 're good . Pete Carroll is a good coach . What do you think ?""]",Yes he is . He has also coached for the New York Jets and New England Patriots .,user,"{'paths': [['Pete Carroll', 'Coaching history', 'New York Jets']], 'render': 'Pete Carroll : `Coaching history`: New York Jets'}",4754,yes he is . he has also coached for english and british .,"['English', 'British']","['New England Patriots', 'the New York Jets']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'U-HALLUC', 'O']",,
6012,"['Could you reco?mmend a movie like I , Robot']","I , Robot stars Will Smith and is a Thriller . Do you like Will Smith ? Or do you prefer the movie because it is a Thriller ?",assistant,"{'paths': [['I, Robot', 'starred_actors', 'Will Smith']], 'render': 'I, Robot is starring Will Smith'}",4822,"i , robot stars mtv video music award for best video from a film and is a thriller . do you like mtv video music award for best video from a film ? or do you prefer the movie because it is a thriller ?",['MTV Video Music Award for Best Video from a Film'],['Will Smith'],"['O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Award Won'],
1701,"['Do you like Gloria Stuart ?', 'Oh yeah . I remember her in the movies , Wildcats , Titanic ( as an older version of Kate Winslett ) and The Prisoner of Shark Island', 'I really loved her work in Prisoner of Shark Island . Do you have any other recommendations similar to this movie ?']",I would recommend in 1939 classic Young Mr Lincoln . It also featured the assassination of Abraham Lincoln,assistant,"{'paths': [['Gloria Stuart', '~starred_actors', 'Wildcats']], 'render': 'Gloria Stuart starred in Wildcats'}",4202,i would recommend in bristol classic young mr 2009 . it also featured the assassination of abraham 2009,"['2009', 'Bristol']","['Lincoln', '1939']","['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
8084,"['Could you recommend a good book like The Son of Neptune ?', ""Sure ! Did you like it because it 's Young - Adult fiction ?"", 'Yes , adult - fiction is one of my favorite genres .']","You may like The Mark of Athena , which is also Young - adult fiction .",assistant,"{'paths': [['The Son of Neptune', 'Next in series', 'The Mark of Athena'], ['The Mark of Athena', 'has_genre', 'Young-adult fiction']], 'render': 'The Son of Neptune : `Next in series`: The Mark of Athena. The Mark of Athena has genre Young-adult fiction'}",5128,"you may like the heroes of olympus , which is also young - adult fiction .",['The Heroes of Olympus'],['The Mark of Athena'],"['O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Part of series'],
603,"[""I think Ariana Grande is a great singer , do n't you agree ?"", 'Ariana Grande has a great voice . I liked her a lot better when she starred in the childrens television series Victorious .', ""That was a great sitcom , but if I 'm honest , I mostly liked Victoria Justice in it ."", 'I totally agree . Zoey 101 was another sitcom that was pretty funny if you remember that one .']",Also with Victoria Justice right ? Who else was in it ?,user,"{'paths': [['Zoey 101', '~Starring TV role', 'Victoria Justice']], 'render': 'Zoey 101 : `~Starring TV role`: Victoria Justice'}",4779,also with romeo right ? who else was in it ?,['Romeo'],['Victoria Justice'],"['O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Starring TV role'],"[""I think Ariana Grande is a great singer , do n't you agree ?"", 'ariana grande has a great voice . i liked her a lot better when she starred in the childrens television series victorious .', ""that was a great sitcom , but if i 'm honest , i mostly liked victoria justice in it ."", 'I totally agree . Zoey 101 was another sitcom that was pretty funny if you remember that one .']"
4241,"['do you like Ed Skrein movies ? can you gives me a list of movies he play in ?', 'Sure thing , some popular movies that Ed Skrein has acted in include The Transporter Refueled and Deadpool', 'Deadpool sounds good is nt that the movie starring Stefan Kapicic .', 'Yes , that is correct , Deadpool features Stefan Kapicic , are you a fan of this actor ?']",actually i m into Sci - Fi movies . what do you have ?,user,"{'paths': [['Deadpool', 'has_genre', 'Sci-Fi']], 'render': 'Deadpool has genre Sci-Fi'}",4666,actually i m into english movies . what do you have ?,['English'],['Sci - Fi'],"['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
10073,['Can you recommend me similar books to A Christmas Carol ?'],Are you interested in Christmas books or books written by Charles Dickens ?,assistant,"{'paths': [['A Christmas Carol', 'written_by', 'Charles Dickens']], 'render': 'A Christmas Carol is written by Charles Dickens'}",6399,are you interested in christmas books or books written by a christmas carol ?,['A Christmas Carol'],['Charles Dickens'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O']",['written_by'],
4862,['I like Jurassic Park'],"Cool , it is a thriller directed by Steven Spielberg . Do you like him or just thrillers ?",assistant,"{'paths': [['Jurassic Park', 'directed_by', 'Steven Spielberg']], 'render': 'Jurassic Park is directed by Steven Spielberg'}",5035,"cool , it is a thriller directed by sitcom . do you like him or just thrillers ?",['Sitcom'],['Steven Spielberg'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
7123,"[""Do you have any information about the player Neymar ? I have n't heard much in sports news this year .""]","Yes , he an athlete playing for Brazil 's national football team .   He plays the forward position . Are you a fan ?",assistant,"{'paths': [['Neymar', 'is-a', 'Athlete']], 'render': 'Neymar is a/an Athlete'}",4433,"yes , he an hulk playing for brazil 's national football team .   he plays the forward position . are you a fan ?",['Hulk'],['Athlete'],"['O', 'O', 'O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],
8663,['I love the Director Albert Hughes . Could you recommend some of his movies ?'],The Book of Eli and Menace II Society are two great movies he directed .,assistant,"{'paths': [['Albert Hughes', '~directed_by', 'The Book of Eli']], 'render': 'Albert Hughes directed The Book of Eli'}",4429,albert hughes and menace ii society are two great movies he directed .,['Albert Hughes'],['The Book of Eli'],"['B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Film'],
6278,"[""I really like Jorja Fox .    Can you recommend something she 's in ?""]",She is in Memento . Such a good movie and she 's excellent in it !,assistant,"{'paths': [['Jorja Fox', '~starred_actors', 'Memento']], 'render': 'Jorja Fox starred in Memento'}",5038,she is in glendale (united states of america) #25 . such a good movie and she 's excellent in it !,['Glendale (United States of America) #25'],['Memento'],"['O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Notable filming location'],
11088,"[""Do you know Suresh Raina , I 'd like to learn a little about him .""]","Sure , he 's an athlete on India 's national cricket team . Are you a fan ?",assistant,"{'paths': [['Suresh Raina', 'is-a', 'Athlete']], 'render': 'Suresh Raina is a/an Athlete'}",4821,"sure , he 's an filipino martial arts on india 's national cricket team . are you a fan ?",['Filipino martial arts'],['Athlete'],"['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['is-a'],"[""Do you know Suresh Raina , I 'd like to learn a little about him .""]"
189,"['What do you think of James Rodriguez ?', 'plays for   FC Porto he s good . do you like him ?', ""Yes , I love football . I 'm also a fan of Bobby Robson from that team ."", 'i m a wildcats fan myself . who do you like to watch', ""I 'm more into sports - themed movies than sports , such as the movie Jerry Maguire .""]",that is a good movie . it also stars tom cruise . do you like his acting ?,assistant,"{'paths': [['Jerry Maguire', 'starred_actors', 'Tom Cruise']], 'render': 'Jerry Maguire is starring Tom Cruise'}",4384,that is a good movie . it also stars quentin tarantino . do you like his acting ?,['Quentin Tarantino'],['Tom Cruise'],"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['Children'],"['what do you think of james rodriguez ?', 'plays for   fc porto he s good . do you like him ?', ""yes , i love football . i 'm also a fan of bobby robson from that team ."", 'i m a wildcats fan myself . who do you like to watch', ""i 'm more into sports - themed movies than sports , such as the movie jerry maguire .""]"
16544,"['Do you know anything about Michael Berryman ?', 'Yes , he starred in Weird Science and also in The Lords of Salem .', 'I think Robert Downey Jr. also starred in Weird Science .', 'Yes , he did . This is a film that also stars Robert Rusier .']","Robert Rusler is a varied type actor as he also starred in a horor film , Vamp and , he starred in a romantic comedy , Shag .",user,"{'paths': [['Robert Rusler', '~starred_actors', 'Vamp (Horror Film)']], 'render': 'Robert Rusler starred in Vamp (Horror Film)'}",4488,"robert rusler is a varied type actor as he also starred in a horor film , vamp and , he starred in a romantic comedy , shag .",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
11077,['I like the actor F. Murray Abraham do you have any recommendations of things he has played in ?'],He starred in Scarface and Thir13en Ghosts . Scareface is   Crime Fiction . Do you like Crime Fiction ?,assistant,"{'paths': [['F. Murray Abraham', '~starred_actors', 'Thir13en Ghosts']], 'render': 'F. Murray Abraham starred in Thir13en Ghosts'}",4815,he starred in scarface and embeth davidtz . scareface is   crime fiction . do you like crime fiction ?,['Embeth Davidtz'],['Thir13en Ghosts'],"['O', 'O', 'O', 'O', 'O', 'B-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",['release_year'],['I like the actor F. Murray Abraham do you have any recommendations of things he has played in ?']
8044,"['Hello , Can you tell me more Yann Martel ?']",She wrote Life of Pi and Beatrice and Virgil .,assistant,"{'paths': [['Yann Martel', '~written_by', 'Life of Pi']], 'render': 'Yann Martel wrote Life of Pi'}",5094,she wrote 2012 and beatrice and virgil .,['2012'],['Life of Pi'],"['O', 'O', 'U-HALLUC', 'O', 'O', 'O', 'O', 'O']",['release_year'],
19146,"['Who wrote Siddhartha ?', 'It was written by Hilda Rosner and Hermann Hesse . Are you familiar with their work ?', ""A friend recommended it !   Is n't it about Buddhism ?""]","Yes , it is a fiction novel with the subject of Buddhism . Are you interested in that ?",assistant,"{'paths': [['Buddhism', '~Subject', 'Siddhartha'], ['Siddhartha', 'has_genre', 'Fiction']], 'render': 'Buddhism : `~Subject`: Siddhartha. Siddhartha has genre Fiction'}",4441,"yes , it is a fiction novel with the subject of buddhism . are you interested in that ?",,,"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,
1276,['Do you know any good books by Kathryn Sutherland ?'],Kathryn Sutherland wrote Mansfiels Park . It is a Romance novel . Do you like romance novel ?,assistant,"{'paths': [['Kathryn Sutherland', '~written_by', 'Mansfield Park'], ['Mansfield Park', 'has_genre', 'Romance novel']], 'render': 'Kathryn Sutherland wrote Mansfield Park. Mansfield Park has genre Romance novel'}",5530,you are engulfed wrote mansfiels park . it is a romance novel . do you like romance novel ?,['You Are Engulfed'],['Kathryn Sutherland'],"['B-HALLUC', 'I-HALLUC', 'L-HALLUC', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']",,['do you know any good books by kathryn sutherland ?']
